round,device,plate,octday,novd,hour,a1.skirt,h1.skirt,a12.skirt,h12.skirt
3,3,1,45,14,22,23.3,22.9,18.3,18.4
3,3,1,45,14,23,23.3,22.9,18.3,18.4
3,3,1,45,14,24,23.3,22.9,18.3,18.4
3,3,1,46,15,1,23.3,22.9,18.3,18.4
3,3,1,46,15,2,23.3,22.9,18.3,18.4
3,3,1,46,15,3,23.3,22.9,18.3,18.4
3,3,1,46,15,4,23.7,23.7,18.6,18.6
3,3,1,46,15,5,23.7,23.7,18.6,18.6
3,3,1,46,15,6,23.7,23.7,18.6,18.6
3,3,1,46,15,7,23.7,23.7,18.6,18.6
3,3,1,46,15,8,23.7,23.7,18.6,18.6
3,3,1,46,15,9,23.7,23.7,18.6,18.6
3,3,1,46,15,10,23.7,23.7,18.6,18.6
3,3,1,46,15,11,23.7,23.7,18.6,18.6
3,3,1,46,15,12,23.7,23.7,18.6,18.6
3,3,1,46,15,13,23.7,23.7,18.6,18.6
3,3,1,46,15,14,23.7,23.7,18.6,18.6
3,3,1,46,15,15,23.7,23.7,18.6,18.6
3,3,1,46,15,16,23.7,23.7,18.6,18.6
3,3,1,46,15,17,23.7,23.7,18.6,18.6
3,3,1,46,15,18,23.7,23.7,18.6,18.6
3,3,1,46,15,19,23.7,23.7,18.6,18.6
3,3,1,46,15,20,23.7,23.7,18.6,18.6
3,3,1,46,15,21,23.7,23.7,18.6,18.6
3,3,1,46,15,22,23.7,23.7,18.6,18.6
3,3,1,46,15,23,23.7,23.7,18.6,18.6
3,3,1,46,15,24,23.7,23.7,18.6,18.6
3,3,1,47,16,1,23.7,23.7,18.6,18.6
3,3,1,47,16,2,23.7,23.7,18.6,18.6
3,3,1,47,16,3,23.7,23.7,18.6,18.6
3,3,1,47,16,4,23.7,23.7,18.6,18.6
3,3,1,47,16,5,21.1,21.1,17.6,17.6
3,3,1,47,16,6,18.5,18.5,16.5,16.5
3,3,1,47,16,7,18.5,18.5,16.5,16.5
3,3,1,47,16,8,18.5,18.5,16.5,16.5
3,3,1,47,16,9,18.5,18.5,16.5,16.5
3,3,1,47,16,10,18.5,18.5,16.5,16.5
3,3,1,47,16,11,18.5,18.5,16.5,16.5
3,3,1,47,16,12,18.5,18.5,16.5,16.5
3,3,1,47,16,13,18.5,18.5,16.5,16.5
3,3,1,47,16,14,18.5,18.5,16.5,16.5
3,3,1,47,16,15,18.5,18.5,16.5,16.5
3,3,1,47,16,16,18.5,18.5,16.5,16.5
3,3,1,47,16,17,18.5,18.5,16.5,16.5
3,3,1,47,16,18,19.5,19.5,16.5,17.2
3,3,1,47,16,19,20.5,20.5,16.6,17.9
3,3,1,47,16,20,21.6,21.6,16.6,18.7
3,3,1,47,16,21,22.6,22.6,16.7,19.4
3,3,1,47,16,22,23.6,23.6,16.7,20.1
3,3,1,47,16,23,23.6,23.6,16.7,20.1
3,3,1,47,16,24,23.6,23.6,16.7,20.1
3,3,1,48,17,1,23.6,23.6,16.7,20.1
3,3,1,48,17,2,23.6,23.6,16.7,20.1
3,3,1,48,17,3,23.6,23.6,16.7,20.1
3,3,1,48,17,4,23.6,23.6,16.7,20.1
3,3,1,48,17,5,23.6,23.6,16.7,20.1
3,3,1,48,17,6,23.6,23.6,16.7,20.1
3,3,1,48,17,7,23.6,23.6,16.7,20.1
3,3,1,48,17,8,23.6,23.6,16.7,20.1
3,3,1,48,17,9,23.6,23.6,16.7,20.1
3,3,1,48,17,10,23.6,23.6,16.7,20.1
3,3,1,48,17,11,23.6,23.6,16.7,20.1
3,3,1,48,17,12,23.6,23.6,16.7,20.1
3,3,1,48,17,13,23.6,23.6,16.7,20.1
3,3,1,48,17,14,23.6,23.6,16.7,20.1
3,3,1,48,17,15,23.6,23.6,16.7,20.1
3,3,1,48,17,16,23.6,23.6,16.7,20.1
3,3,1,48,17,17,23.6,23.6,16.7,20.1
3,3,1,48,17,18,23.6,23.6,16.7,20.1
3,3,1,48,17,19,23.6,23.6,16.7,20.1
3,3,1,48,17,20,23.6,23.6,16.7,20.1
3,3,1,48,17,21,23.6,23.6,16.7,20.1
3,3,1,48,17,22,23.6,23.6,16.7,20.1
3,3,1,48,17,23,23.6,23.6,16.7,20.1
3,3,1,48,17,24,23.6,23.6,16.7,20.1
3,3,1,49,18,1,23.6,23.6,16.7,20.1
3,3,1,49,18,2,23.6,23.6,16.7,20.1
3,3,1,49,18,3,24.1,23.7,17.2,19.4
3,3,1,49,18,4,24.6,23.7,17.6,18.6
3,3,1,49,18,5,24.6,23.7,17.6,18.6
3,3,1,49,18,6,24.6,23.7,17.6,18.6
3,3,1,49,18,7,24.6,23.7,17.6,18.6
3,3,1,49,18,8,24.6,23.7,17.6,18.6
3,3,1,49,18,9,24.6,23.7,17.6,18.6
3,3,1,49,18,10,24.6,23.7,17.6,18.6
3,3,1,49,18,11,24.6,23.7,17.6,18.6
3,3,1,49,18,12,24.6,23.7,17.6,18.6
3,3,1,49,18,13,24.6,23.7,17.6,18.6
3,3,1,49,18,14,24.6,23.7,17.6,18.6
3,3,1,49,18,15,24.6,23.7,17.6,18.6
3,3,1,49,18,16,24.6,23.7,17.6,18.6
3,3,1,49,18,17,24.6,23.7,17.6,18.6
3,3,1,49,18,18,24.6,23.7,17.6,18.6
3,3,1,49,18,19,24.6,23.7,17.6,18.6
3,3,1,49,18,20,24.6,23.7,17.6,18.6
3,3,1,49,18,21,24.6,23.7,17.6,18.6
3,3,1,49,18,22,24.6,23.7,17.6,18.6
3,3,1,49,18,23,24.6,23.7,17.6,18.6
3,3,1,49,18,24,24.6,23.7,17.6,18.6
3,3,1,50,19,1,24.6,23.7,17.6,18.6
3,3,1,50,19,2,24.8,24.5,17.9,20.1
3,3,1,50,19,3,24.8,24.5,17.9,20.1
3,3,1,50,19,4,24.8,24.5,17.9,20.1
3,3,1,50,19,5,24.8,24.5,17.9,20.1
3,3,1,50,19,6,24.8,24.5,17.9,20.1
3,3,1,50,19,7,24.8,24.5,17.9,20.1
3,3,1,50,19,8,24.8,24.5,17.9,20.1
3,3,1,50,19,9,24.8,24.5,17.9,20.1
3,3,1,50,19,10,24.8,24.5,17.9,20.1
